PeakID (cmd=annotatePeaks.pl top_1000_peaks_GREAT_noheader.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-511	chr22	35257333	35257835	+	1000	NA	promoter-TSS (NR_027780)	promoter-TSS (NR_027780)	91	NM_001362972	10042	Hs.588815	NM_005487	ENSG00000100281	HMGXB4	HMG2L1|HMGBCG|THC211630	HMG-box containing 4	protein-coding
1-289	chr7	105013949	105014330	+	1000	NA	promoter-TSS (NM_018682)	promoter-TSS (NM_018682)	2	NR_024586	100216545	Hs.631150	NR_024586		KMT2E-AS1	-	KMT2E antisense RNA 1	ncRNA
1-805	chr16	649172	649484	+	1000	NA	promoter-TSS (NR_135177)	promoter-TSS (NR_135177)	-15	NR_135177	105371038		NR_135177		LOC105371038	-	uncharacterized LOC105371038	ncRNA
1-608	chrX	48597365	48597640	+	1000	NA	promoter-TSS (NM_001347217)	promoter-TSS (NM_001347217)	10	NM_001166426	64743	Hs.521973	NM_017883	ENSG00000101940	WDR13	MG21	WD repeat domain 13	protein-coding
1-771	chr5	1799734	1800001	+	1000	NA	promoter-TSS (NM_032479)	promoter-TSS (NM_032479)	-30	NM_032479	64979	Hs.719465	NM_032479	ENSG00000171421	MRPL36	BRIP1|L36mt|MRP-L36|PRPL36|RPMJ	mitochondrial ribosomal protein L36	protein-coding
1-37	chr1	36464201	36464514	+	1000	NA	promoter-TSS (NM_031280)	promoter-TSS (NM_031280)	27	NM_031280	64960	Hs.352839	NM_031280	ENSG00000116898	MRPS15	DC37|MPR-S15|RPMS15|S15mt	mitochondrial ribosomal protein S15	protein-coding
1-606	chr17	30116722	30116992	+	1000	NA	promoter-TSS (NM_001261467)	promoter-TSS (NM_001261467)	41	NM_032141	84081	Hs.462663	NM_032141	ENSG00000126653	NSRP1	CCDC55|HSPC095|NSrp70	nuclear speckle splicing regulatory protein 1	protein-coding
1-718	chr2	231452066	231452346	+	1000	NA	Intergenic	Intergenic	3730	NR_002921	654321	Hs.674388	NR_002921	ENSG00000206885	SNORA75	SNORA75A|U23	small nucleolar RNA, H/ACA box 75	snoRNA
1-614	chr17	16215371	16215671	+	1000	NA	promoter-TSS (NM_006311)	promoter-TSS (NM_006311)	13	NM_006311	9611	Hs.462323	NM_006311	ENSG00000141027	NCOR1	N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR	nuclear receptor corepressor 1	protein-coding
1-887	chr19	8321205	8321500	+	1000	NA	promoter-TSS (NR_135539)	promoter-TSS (NR_135539)	23	NM_005001	4701	Hs.333427	NM_005001	ENSG00000267855	NDUFA7	B14.5a|CI-B14.5a	NADH:ubiquinone oxidoreductase subunit A7	protein-coding
1-218	chr9	129111159	129111734	+	1000	NA	promoter-TSS (NM_178000)	promoter-TSS (NM_178000)	31	NM_178003	5524	Hs.400740	NM_021131	ENSG00000119383	PTPA	PP2A|PPP2R4|PR53	protein phosphatase 2 phosphatase activator	protein-coding
1-856	chr3	150546662	150546955	+	1000	NA	promoter-TSS (NM_032025)	promoter-TSS (NM_032025)	21	NM_032025	83939	Hs.655782	NM_032025	ENSG00000144895	EIF2A	CDA02|EIF-2A|MST089|MSTP004|MSTP089	eukaryotic translation initiation factor 2A	protein-coding
1-20	chr3	128725834	128726176	+	1000	NA	promoter-TSS (NM_004637)	promoter-TSS (NM_004637)	-131	NM_004637	7879	Hs.684374	NM_004637	ENSG00000075785	RAB7A	PRO2706|RAB7	RAB7A, member RAS oncogene family	protein-coding
1-621	chr10	69507888	69508143	+	1000	NA	TTS (NR_147091)	TTS (NR_147091)	56548	NR_147091	23555	Hs.499941	NM_012339	ENSG00000099282	TSPAN15	2700063A19Rik|NET-7|NET7|TM4SF15	tetraspanin 15	protein-coding
1-176	chr12	6970701	6971099	+	1000	NA	promoter-TSS (NM_001267700)	promoter-TSS (NM_001267700)	-13	NR_135131	10436	Hs.558447	NM_006331	ENSG00000126749	EMG1	C2F|Grcc2f|NEP1	EMG1 N1-specific pseudouridine methyltransferase	protein-coding
1-114	chr20	36746104	36746399	+	1000	NA	promoter-TSS (NR_038370)	promoter-TSS (NR_038370)	-161	NM_022477	57446	Hs.437338	NM_022477	ENSG00000101079	NDRG3	-	NDRG family member 3	protein-coding
1-21	chr12	71664069	71664468	+	1000	NA	promoter-TSS (NM_031435)	promoter-TSS (NM_031435)	-33	NM_031435	83591	Hs.245798	NM_031435	ENSG00000173451	THAP2	-	THAP domain containing 2	protein-coding
1-241	chr1	173824331	173824749	+	1000	NA	promoter-TSS (NM_001127181)	promoter-TSS (NM_001127181)	99	NM_033319	91687	Hs.531856	NM_033319	ENSG00000120334	CENPL	C1orf155|CENP-L|dJ383J4.3	centromere protein L	protein-coding
1-50	chr1	161225878	161226238	+	1000	NA	promoter-TSS (NM_001286374)	promoter-TSS (NM_001286374)	-2	NM_032174	84134	Hs.321653	NM_032174	ENSG00000158882	TOMM40L	TOMM40B	translocase of outer mitochondrial membrane 40 like	protein-coding
1-204	chr1	150363586	150363925	+	1000	NA	promoter-TSS (NM_001297673)	promoter-TSS (NM_001297673)	-356	NM_001297673	23248	Hs.213666	NM_015203	ENSG00000163125	RPRD2	HSPC099|KIAA0460	regulation of nuclear pre-mRNA domain containing 2	protein-coding
1-798	chr1	58699893	58700169	+	1000	NA	promoter-TSS (NM_001085487)	promoter-TSS (NM_001085487)	31	NM_001085487	114803	Hs.744921	NM_001085487	ENSG00000162601	MYSM1	2A-DUB|2ADUB|BMFS4	Myb like, SWIRM and MPN domains 1	protein-coding
1-988	chr19	15418629	15418918	+	1000	NA	intron (NM_001291478, intron 1 of 13)	CpG	215	NR_111971	26993	Hs.399800	NM_014371	ENSG00000011243	AKAP8L	HA95|HAP95|NAKAP|NAKAP95	A-kinase anchoring protein 8 like	protein-coding
1-392	chr11	126211467	126211763	+	1000	NA	promoter-TSS (NM_001363516)	promoter-TSS (NM_001363516)	35	NM_001363516	84881	Hs.150458	NM_032795	ENSG00000165526	RPUSD4	-	RNA pseudouridine synthase D4	protein-coding
1-698	chr1	17053850	17054148	+	1000	NA	exon (NM_003000, exon 1 of 8)	exon (NM_003000, exon 1 of 8)	171	NM_003000	6390	Hs.465924	NM_003000	ENSG00000117118	SDHB	CWS2|IP|PGL4|SDH|SDH1|SDH2|SDHIP	succinate dehydrogenase complex iron sulfur subunit B	protein-coding
1-345	chr19	38930560	38930855	+	1000	NA	promoter-TSS (NM_017827)	promoter-TSS (NM_017827)	-1	NM_033362	6183	Hs.411125	NM_021107	ENSG00000128626	MRPS12	MPR-S12|MT-RPS12|RPMS12|RPS12|RPSM12	mitochondrial ribosomal protein S12	protein-coding
1-848	chr8	124539057	124539326	+	1000	NA	promoter-TSS (NM_005005)	promoter-TSS (NM_005005)	68	NM_005005	4715	Hs.15977	NM_005005	ENSG00000147684	NDUFB9	B22|CI-B22|LYRM3|MC1DN24|UQOR22	NADH:ubiquinone oxidoreductase subunit B9	protein-coding
1-847	chr19	10333344	10333628	+	1000	NA	promoter-TSS (NM_133452)	promoter-TSS (NM_133452)	43	NM_001366174	125950	Hs.744952	NM_133452	ENSG00000161847	RAVER1	-	ribonucleoprotein, PTB binding 1	protein-coding
1-180	chr10	118342144	118342442	+	1000	NA	promoter-TSS (NM_001134672)	promoter-TSS (NM_001134672)	31	NM_022063	63877	Hs.105575	NM_022063	ENSG00000165669	FAM204A	C10orf84|bA319I23.1	family with sequence similarity 204 member A	protein-coding
1-240	chr8	119873621	119873932	+	1000	NA	promoter-TSS (NM_022783)	promoter-TSS (NM_022783)	54	NM_022783	64798	Hs.112981	NM_022783	ENSG00000155792	DEPTOR	DEP.6|DEPDC6	DEP domain containing MTOR interacting protein	protein-coding
1-22	chr9	129824020	129824354	+	1000	NA	promoter-TSS (NM_000113)	promoter-TSS (NM_000113)	-51	NM_000113	1861	Hs.534312	NM_000113	ENSG00000136827	TOR1A	DQ2|DYT1	torsin family 1 member A	protein-coding
1-500	chr7	139231141	139231440	+	1000	NA	promoter-TSS (NM_173569)	promoter-TSS (NM_173569)	53	NM_173569	254048	Hs.153458	NM_173569	ENSG00000157741	UBN2	-	ubinuclein 2	protein-coding
1-923	chr5	64768830	64769104	+	1000	NA	promoter-TSS (NM_001364478)	promoter-TSS (NM_001364478)	37	NM_005869	10283	Hs.371372	NM_005869	ENSG00000153015	CWC27	NY-CO-10|RPSKA|SDCCAG-10|SDCCAG10	CWC27 spliceosome associated cyclophilin	protein-coding
1-417	chr15	49046410	49046700	+	1000	NA	promoter-TSS (NM_014701)	promoter-TSS (NM_014701)	-109	NM_001193489	9728	Hs.9997	NM_014701	ENSG00000138593	SECISBP2L	SBP2L|SLAN	SECIS binding protein 2 like	protein-coding
1-702	chr20	23421410	23421675	+	1000	NA	promoter-TSS (NM_022080)	promoter-TSS (NM_022080)	-23	NM_001283018	63908	Hs.269471	NM_022080	ENSG00000125814	NAPB	SNAP-BETA|SNAPB	NSF attachment protein beta	protein-coding
1-857	chr7	103297333	103297609	+	1000	NA	promoter-TSS (NM_004279)	promoter-TSS (NM_004279)	36	NM_004279	9512	Hs.184211	NM_004279	ENSG00000105819	PMPCB	Beta-MPP|MPP11|MPPB|MPPP52|P-52	peptidase, mitochondrial processing beta subunit	protein-coding
1-268	chr19	58183175	58183569	+	1000	NA	5' UTR (NM_001278734, exon 1 of 8)	5' UTR (NM_001278734, exon 1 of 8)	311	NM_133502	10782	Hs.83761	NM_016324	ENSG00000171606	ZNF274	HFB101|ZF2|ZKSCAN19|ZSCAN51	zinc finger protein 274	protein-coding
1-843	chr14	77760958	77761236	+	1000	NA	promoter-TSS (NM_012245)	promoter-TSS (NM_012245)	59	NM_012245	22938	Hs.445498	NM_012245	ENSG00000100603	SNW1	Bx42|FUN20|NCOA-62|PRPF45|Prp45|SKIIP|SKIP|SKIP1	SNW domain containing 1	protein-coding
1-920	chr10	118046863	118047149	+	1000	NA	promoter-TSS (NM_001330167)	promoter-TSS (NM_001330167)	-65	NM_014904	22841	Hs.173656	NM_014904	ENSG00000107560	RAB11FIP2	Rab11-FIP2|nRip11	RAB11 family interacting protein 2	protein-coding
1-281	chr2	48440434	48440767	+	1000	NA	promoter-TSS (NM_152994)	promoter-TSS (NM_152994)	-166	NR_024188	129285	Hs.654619	NM_152994	ENSG00000162869	PPP1R21	CCDC128|KLRAQ1	protein phosphatase 1 regulatory subunit 21	protein-coding
1-719	chr1	40161274	40161555	+	1000	NA	promoter-TSS (NM_012421)	promoter-TSS (NM_012421)	27	NM_012421	6018	Hs.205627	NM_012421	ENSG00000117000	RLF	ZN-15L|ZNF292L	rearranged L-myc fusion	protein-coding
1-680	chr7	105012677	105013030	+	1000	NA	non-coding (NR_024586, exon 1 of 1)	non-coding (NR_024586, exon 1 of 1)	1288	NR_024586	100216545	Hs.631150	NR_024586		KMT2E-AS1	-	KMT2E antisense RNA 1	ncRNA
1-815	chr3	14948035	14948383	+	1000	NA	promoter-TSS (NR_046252)	promoter-TSS (NR_046252)	232	NR_046251	100505641	Hs.517821	NR_046251	ENSG00000225733	FGD5-AS1	-	FGD5 antisense RNA 1	ncRNA
1-287	chr10	51699535	51700022	+	1000	NA	promoter-TSS (NM_015235)	promoter-TSS (NM_015235)	-183	NM_015235	23283	Hs.591358	NM_015235	ENSG00000177613	CSTF2T	CstF-64T	cleavage stimulation factor subunit 2 tau variant	protein-coding
1-791	chr19	12681814	12682084	+	1000	NA	promoter-TSS (NM_001930)	promoter-TSS (NM_001930)	-62	NM_013406	1725	Hs.79064	NM_001930	ENSG00000095059	DHPS	DHS|DS|MIG13	deoxyhypusine synthase	protein-coding
1-383	chr18	41954956	41955219	+	1000	NA	promoter-TSS (NM_002647)	promoter-TSS (NM_002647)	-147	NM_001308020	5289	Hs.464971	NM_002647	ENSG00000078142	PIK3C3	VPS34|Vps34|hVps34	phosphatidylinositol 3-kinase catalytic subunit type 3	protein-coding
1-16	chr1	161153803	161154300	+	1000	NA	promoter-TSS (NM_016406)	promoter-TSS (NM_016406)	73	NM_016406	51506	Hs.301412	NM_016406	ENSG00000143222	UFC1	HSPC155|NEDSG	ubiquitin-fold modifier conjugating enzyme 1	protein-coding
1-36	chr10	102432482	102432781	+	1000	NA	promoter-TSS (NM_024040)	promoter-TSS (NM_024040)	-57	NM_024040	79004	Hs.500874	NM_024040	ENSG00000107874	CUEDC2	C10orf66|bA18I14.5	CUE domain containing 2	protein-coding
1-146	chr12	109996296	109996580	+	1000	NA	promoter-TSS (NM_001135213)	promoter-TSS (NM_001135213)	-70	NM_014776	9815	Hs.434996	NM_014776	ENSG00000139436	GIT2	CAT-2|CAT2|PKL	GIT ArfGAP 2	protein-coding
1-485	chr14	73058192	73058518	+	1000	NA	promoter-TSS (NM_021239)	promoter-TSS (NM_021239)	-179	NM_021239	58517	Hs.531106	NM_021239	ENSG00000119707	RBM25	NET52|RED120|RNPC7|S164|Snu71|fSAP94	RNA binding motif protein 25	protein-coding
1-870	chr11	27506604	27506991	+	1000	NA	promoter-TSS (NM_018362)	promoter-TSS (NM_018362)	-28	NM_018362	55327	Hs.91393	NM_018362	ENSG00000148943	LIN7C	LIN-7-C|LIN-7C|MALS-3|MALS3|VELI3	lin-7 homolog C, crumbs cell polarity complex component	protein-coding
1-741	chr11	45847372	45847642	+	1000	NA	promoter-TSS (NM_021117)	promoter-TSS (NM_021117)	32	NM_021117	1408	Hs.532491	NM_021117	ENSG00000121671	CRY2	HCRY2|PHLL2	cryptochrome circadian regulator 2	protein-coding
1-360	chr9	6015436	6015760	+	1000	NA	promoter-TSS (NM_001243202)	promoter-TSS (NM_001243202)	26	NM_001243202	26953	Hs.167496	NM_012416	ENSG00000137040	RANBP6	-	RAN binding protein 6	protein-coding
1-519	chr1	45012020	45012289	+	1000	NA	promoter-TSS (NM_000374)	promoter-TSS (NM_000374)	-100	NR_158184	7389	Hs.78601	NM_000374	ENSG00000126088	UROD	PCT|UPD	uroporphyrinogen decarboxylase	protein-coding
1-830	chr14	91509928	91510436	+	1000	NA	promoter-TSS (NM_001366432)	promoter-TSS (NM_001366432)	128	NR_158976	55671	Hs.533887	NM_017936	ENSG00000100796	PPP4R3A	FLFL1|KIAA2010|MSTP033|PP4R3|PP4R3A|SMEK1|smk-1|smk1	protein phosphatase 4 regulatory subunit 3A	protein-coding
1-711	chr5	179732719	179733034	+	1000	NA	promoter-TSS (NM_014757).2	promoter-TSS (NM_014757).2	54	NM_014757	9794	Hs.631951	NM_014757	ENSG00000161021	MAML1	Mam-1|Mam1	mastermind like transcriptional coactivator 1	protein-coding
1-401	chr2	65129968	65130250	+	1000	NA	promoter-TSS (NM_004161)	promoter-TSS (NM_004161)	-3	NM_004161	5861	Hs.310645	NM_004161	ENSG00000138069	RAB1A	RAB1|YPT1	RAB1A, member RAS oncogene family	protein-coding
1-171	chr3	57755757	57756466	+	1000	NA	Intergenic	Intergenic	-1145	NM_001304420	7871	Hs.476432	NM_007159	ENSG00000163681	SLMAP	SLAP	sarcolemma associated protein	protein-coding
1-967	chr4	105146792	105147056	+	1000	NA	5' UTR (NM_001127208, exon 1 of 11)	5' UTR (NM_001127208, exon 1 of 11)	239	NM_001127208	54790	Hs.367639	NM_017628	ENSG00000168769	TET2	KIAA1546|MDS	tet methylcytosine dioxygenase 2	protein-coding
1-6	chr1	15834832	15835160	+	1000	NA	non-coding (NR_024279, exon 2 of 2)	non-coding (NR_024279, exon 2 of 2)	-12711	NM_015001	23013	Hs.744843	NM_015001	ENSG00000065526	SPEN	HIAA0929|MINT|RBM15C|SHARP	spen family transcriptional repressor	protein-coding
1-367	chr7	113118399	113118693	+	1000	NA	promoter-TSS (NM_001352688)	promoter-TSS (NM_001352688)	8	NM_001352688	401397	Hs.117929	NM_001352687	ENSG00000214194	SMIM30	LINC00998	small integral membrane protein 30	protein-coding
1-410	chr15	92904012	92904339	+	1000	NA	promoter-TSS (NR_036136)	promoter-TSS (NR_036136)	-224	NR_036136	100422995		NR_036136	ENSG00000284324	MIR3175	mir-3175	microRNA 3175	ncRNA
1-243	chr17	40054248	40054540	+	1000	NA	promoter-TSS (NM_001330211)	promoter-TSS (NM_001330211)	14	NM_001330211	9862	Hs.462983	NM_014815	ENSG00000008838	MED24	ARC100|CRSP100|CRSP4|DRIP100|MED5|THRAP4|TRAP100	mediator complex subunit 24	protein-coding
1-414	chr19	5719987	5720274	+	1000	NA	promoter-TSS (NM_004793)	promoter-TSS (NM_004793)	16	NR_076392	9361	Hs.350265	NM_004793	ENSG00000196365	LONP1	CODASS|LON|LONP|LonHS|PIM1|PRSS15|hLON	lon peptidase 1, mitochondrial	protein-coding
1-854	chr1	77978915	77979203	+	1000	NA	promoter-TSS (NR_146539)	promoter-TSS (NR_146539)	13	NR_146539	8880	Hs.567380	NM_003902	ENSG00000162613	FUBP1	FBP|FUBP|hDH V	far upstream element binding protein 1	protein-coding
1-462	chr19	8444866	8445171	+	1000	NA	promoter-TSS (NM_031203)	promoter-TSS (NM_031203)	43	NM_031203	4670	Hs.465808	NM_005968	ENSG00000099783	HNRNPM	CEAR|HNRNPM4|HNRPM|HNRPM4|HTGR1|NAGR1|hnRNP M	heterogeneous nuclear ribonucleoprotein M	protein-coding
1-783	chr19	40750350	40750608	+	1000	NA	promoter-TSS (NM_001353809)	promoter-TSS (NM_001353809)	-2	NM_001353806	284325	Hs.585105	NM_198476	ENSG00000188493	C19orf54	-	chromosome 19 open reading frame 54	protein-coding
1-450	chr14	69191293	69191585	+	1000	NA	promoter-TSS (NM_001193361)	promoter-TSS (NM_001193361)	-38	NM_001193361	55218	Hs.533878	NM_018199	ENSG00000081177	EXD2	C14orf114|EXDL2	exonuclease 3'-5' domain containing 2	protein-coding
1-348	chr12	4648984	4649282	+	1000	NA	promoter-TSS (NM_005002)	promoter-TSS (NM_005002)	19	NM_005002	4704	Hs.75227	NM_005002	ENSG00000139180	NDUFA9	CC6|CI-39k|CI39k|COQ11|MC1DN26|NDUFS2L|SDR22E1	NADH:ubiquinone oxidoreductase subunit A9	protein-coding
1-325	chr16	5071725	5072007	+	1000	NA	promoter-TSS (NM_001330504)	promoter-TSS (NM_001330504)	57	NM_019109	56052	Hs.592086	NM_019109	ENSG00000033011	ALG1	CDG1K|HMAT1|HMT-1|HMT1|MT-1|Mat-1|hMat-1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	protein-coding
1-44	chr9	113056578	113056900	+	1000	NA	promoter-TSS (NM_001282515)	promoter-TSS (NM_001282515)	-15	NM_003408	7539	Hs.150406	NM_003408	ENSG00000136866	ZFP37	ZNF906|zfp-37	ZFP37 zinc finger protein	protein-coding
1-659	chr2	229922390	229922727	+	1000	NA	promoter-TSS (NM_001284215)	promoter-TSS (NM_001284215)	55	NM_174899	130888	Hs.140666	NM_174899	ENSG00000153832	FBXO36	Fbx36	F-box protein 36	protein-coding
1-112	chr11	67482919	67483195	+	1000	NA	promoter-TSS (NM_003977)	promoter-TSS (NM_003977)	31	NM_001302960	9049	Hs.412433	NM_003977	ENSG00000110711	AIP	ARA9|FKBP16|FKBP37|PITA1|SMTPHN|XAP-2|XAP2	aryl hydrocarbon receptor interacting protein	protein-coding
1-88	chr9	92877954	92878301	+	1000	NA	promoter-TSS (NM_031486)	promoter-TSS (NM_031486)	-89	NM_001007101	83744	Hs.668378	NM_031486	ENSG00000127081	ZNF484	BA526D8.4	zinc finger protein 484	protein-coding
1-582	chr14	31025514	31025847	+	1000	NA	promoter-TSS (NM_001254728)	promoter-TSS (NM_001254728)	31	NM_001128126	11154	Hs.293411	NM_007077	ENSG00000100478	AP4S1	AP47B|CLA20|CLAPS4|CPSQ6|SPG52	adaptor related protein complex 4 subunit sigma 1	protein-coding
1-921	chr1	150876450	150876836	+	1000	NA	promoter-TSS (NM_001350226)	promoter-TSS (NM_001350226)	-44	NM_001350225	405	Hs.632446	NM_001668	ENSG00000143437	ARNT	HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2	aryl hydrocarbon receptor nuclear translocator	protein-coding
1-212	chrX	73851076	73851660	+	1000	NA	non-coding (NR_001564, exon 1 of 6)	non-coding (NR_001564, exon 1 of 6)	1385	NR_001564	7503	Hs.529901	NR_001564	ENSG00000229807	XIST	DXS1089|DXS399E|LINC00001|NCRNA00001|SXI1|swd66	X inactive specific transcript	ncRNA
1-998	chr12	113185304	113185565	+	1000	NA	promoter-TSS (NM_001286215)	promoter-TSS (NM_001286215)	44	NM_024072	79039	Hs.506861	NM_024072	ENSG00000123064	DDX54	DP97	DEAD-box helicase 54	protein-coding
1-673	chr2	46698804	46699079	+	1000	NA	promoter-TSS (NM_144949)	promoter-TSS (NM_144949)	-19	NM_014011	9655	Hs.468426	NM_014011	ENSG00000171150	SOCS5	CIS6|CISH6|Cish5|SOCS-5	suppressor of cytokine signaling 5	protein-coding
1-251	chr17	80544706	80545006	+	1000	NA	promoter-TSS (NM_001163034)	promoter-TSS (NM_001163034)	18	NM_001163034	57521	Hs.133044	NM_020761	ENSG00000141564	RPTOR	KOG1|Mip1	regulatory associated protein of MTOR complex 1	protein-coding
1-203	chr11	10808460	10808805	+	1000	NA	promoter-TSS (NR_120540)	promoter-TSS (NR_120540)	294	NM_001418	1982	Hs.183684	NM_001418	ENSG00000110321	EIF4G2	AAG1|DAP5|NAT1|P97	eukaryotic translation initiation factor 4 gamma 2	protein-coding
1-81	chr1	1231805	1232174	+	1000	NA	promoter-TSS (NM_080605)	promoter-TSS (NM_080605)	12	NM_016176	51150	Hs.42806	NM_016176	ENSG00000078808	SDF4	Cab45|SDF-4	stromal cell derived factor 4	protein-coding
1-230	chr9	132944442	132944778	+	1000	NA	promoter-TSS (NM_001162426)	promoter-TSS (NM_001162426)	6	NM_001162426	7248	Hs.370854	NM_000368	ENSG00000165699	TSC1	LAM|TSC	TSC complex subunit 1	protein-coding
1-152	chr9	129802955	129803252	+	1000	NA	promoter-TSS (NR_134113)	promoter-TSS (NR_134113)	-40	NR_134027	27348	Hs.252682	NM_014506	ENSG00000136816	TOR1B	DQ1	torsin family 1 member B	protein-coding
1-826	chr2	97996038	97996365	+	1000	NA	promoter-TSS (NM_015348)	promoter-TSS (NM_015348)	-253	NM_015348	23505	Hs.469376	NM_015348	ENSG00000075568	TMEM131	CC28|PRO1048|RW1|YR-23	transmembrane protein 131	protein-coding
1-234	chr11	66843303	66843598	+	1000	NA	promoter-TSS (NM_005133)	promoter-TSS (NM_005133)	9	NM_005133	9986	Hs.654972	NM_005133	ENSG00000173653	RCE1	FACE2|RCE1A|RCE1B	Ras converting CAAX endopeptidase 1	protein-coding
1-576	chr20	35742037	35742384	+	1000	NA	promoter-TSS (NM_001323422)	promoter-TSS (NM_001323422)	50	NM_001242600	9584	Hs.282901	NM_004902	ENSG00000131051	RBM39	CAPER|CAPERalpha|FSAP59|HCC1|RNPC2	RNA binding motif protein 39	protein-coding
1-277	chr17	782126	782543	+	1000	NA	promoter-TSS (NM_001366248)	promoter-TSS (NM_001366248)	-3	NM_016080	51031	Hs.279061	NM_016080	ENSG00000167699	GLOD4	C17orf25|CGI-150|HC71	glyoxalase domain containing 4	protein-coding
1-478	chr7	128343820	128344095	+	1000	NA	promoter-TSS (NM_001166135)	promoter-TSS (NM_001166135)	-49	NM_001166135	55131	Hs.274263	NM_018077	ENSG00000106344	RBM28	ANES	RNA binding motif protein 28	protein-coding
1-849	chr10	119596541	119596829	+	1000	NA	non-coding (NR_136661, exon 1 of 11)	non-coding (NR_136661, exon 1 of 11)	344	NM_001323967	7073	Hs.501203	NM_003252	ENSG00000151923	TIAL1	TCBP|TIAR	TIA1 cytotoxic granule associated RNA binding protein like 1	protein-coding
1-950	chr3	50088816	50089097	+	1000	NA	promoter-TSS (NR_036627)	promoter-TSS (NR_036627)	37	NR_036627	10181	Hs.439480	NM_005778	ENSG00000003756	RBM5	G15|H37|LUCA-15|LUCA15|RMB5	RNA binding motif protein 5	protein-coding
1-909	chr2	196639385	196639662	+	1000	NA	promoter-TSS (NM_001353339)	promoter-TSS (NM_001353339)	-192	NM_001353339	284992	Hs.132519	NM_173466	ENSG00000144395	CCDC150	-	coiled-coil domain containing 150	protein-coding
1-778	chr1	161220752	161221012	+	1000	NA	Intergenic	Intergenic	2746	NM_001643	336	Hs.237658	NM_001643	ENSG00000158874	APOA2	Apo-AII|ApoA-II|apoAII	apolipoprotein A2	protein-coding
1-581	chr11	83071956	83072253	+	1000	NA	promoter-TSS (NM_001286060)	promoter-TSS (NM_001286060)	38	NR_038903	100506233	Hs.503429	NR_038903	ENSG00000246067	RAB30-DT	RAB30-AS1	RAB30 divergent transcript	ncRNA
1-133	chr7	130051214	130051509	+	1000	NA	promoter-TSS (NM_001363701)	promoter-TSS (NM_001363701)	24	NM_001363701	51530	Hs.194157	NM_016478	ENSG00000091732	ZC3HC1	HSPC216|NIPA	zinc finger C3HC-type containing 1	protein-coding
1-808	chr18	54357782	54358036	+	1000	NA	promoter-TSS (NM_001288980)	promoter-TSS (NM_001288980)	3	NM_001288981	162681	Hs.208701	NM_173529	ENSG00000166845	C18orf54	LAS2	chromosome 18 open reading frame 54	protein-coding
1-669	chr22	43955290	43955569	+	1000	NA	promoter-TSS (NM_015380)	promoter-TSS (NM_015380)	-13	NM_015380	25813	Hs.505824	NM_015380	ENSG00000100347	SAMM50	CGI-51|OMP85|SAM50|TOB55|TRG-3|YNL026W	SAMM50 sorting and assembly machinery component	protein-coding
1-475	chr1	93079078	93079454	+	1000	NA	promoter-TSS (NM_001164391)	promoter-TSS (NM_001164391)	-17	NM_007358	22823	Hs.31016	NM_007358	ENSG00000143033	MTF2	M96|PCL2|TDRD19A|dJ976O13.2	metal response element binding transcription factor 2	protein-coding
1-409	chr1	218285169	218285473	+	1000	NA	promoter-TSS (NM_016052)	promoter-TSS (NM_016052)	28	NM_016052	51018	Hs.660109	NM_016052	ENSG00000067533	RRP15	CGI-115|KIAA0507	ribosomal RNA processing 15 homolog	protein-coding
